anime_id,titulo,titulo_ingles,titulo_japones,tipo,fonte,episodios,status,em_exibicao,data_inicio_exibicao,data_fim_exibicao,duracao_min,classificacao_etaria,ano,temporada
101336,Karakuri Circus,Karakuri Circus,からくりサーカス,TV,MANGA,36.0,FINISHED,False,2018-10-11,2019-06-27,24.0,,2018.0,fall
10155,Dog Days,Dog Days,ドッグデイズ,TV,ORIGINAL,13.0,FINISHED,False,2011-04-02,2011-06-25,24.0,,2011.0,spring
188487,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou Sarete Saikyou wo Mezasu",The Banished Court Magician Aims to Become the Strongest,味方が弱すぎて補助魔法に徹していた宮廷魔法師、追放されて最強を目指す,TV,LIGHT_NOVEL,12.0,FINISHED,False,2025-10-04,2025-12-20,23.0,,2025.0,fall
204356,Boku no Hero Academia No. 170+1: More,My Hero Academia More,僕のヒーローアカデミア No. 170+1 「More」,SPECIAL,MANGA,1.0,FINISHED,False,2026-05-02,2026-05-02,23.0,,2026.0,spring
20615,selector infected WIXOSS,selector infected WIXOSS,selector infected WIXOSS,TV,ORIGINAL,12.0,FINISHED,False,2014-04-04,2014-06-20,24.0,,2014.0,spring
100093,Gaikotsu Shotenin Honda-san,Skull-face Bookseller Honda-san,ガイコツ書店員本田さん,TV_SHORT,MANGA,12.0,FINISHED,False,2018-10-08,2018-12-24,12.0,,2018.0,fall
3342,Mnemosyne: Mnemosyne no Musume-tachi,RIN ~Daughters of Mnemosyne~,Mnemosyne－ムネモシュネの娘たち－,TV,ORIGINAL,6.0,FINISHED,False,2008-02-04,2008-07-07,45.0,,2008.0,winter
104243,Satsuriku no Tenshi (ONA),Angels of Death (ONA),殺戮の天使 (ONA),ONA,VIDEO_GAME,4.0,FINISHED,False,2018-10-05,2018-10-26,24.0,,2018.0,fall
199111,Grand Blue Season 3,Grand Blue Dreaming Season 3,ぐらんぶる Season 3,TV,MANGA,12.0,RELEASING,True,2026-07-07,,24.0,,2026.0,summer
97645,Tales of Zestiria the Cross 2,Tales of Zestiria the X Season 2,テイルズ オブ ゼスティリア ザ クロス 2,TV,VIDEO_GAME,13.0,FINISHED,False,2017-01-08,2017-04-29,23.0,,2017.0,winter
21247,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,"The Testament of Sister New Devil: Tojo Basara's Hard, Sweet Daily Life",新妹魔王の契約者 東城刃更のハードスウィートな日常,OVA,LIGHT_NOVEL,1.0,FINISHED,False,2015-06-22,2015-06-22,25.0,,2015.0,spring
101213,Masamune-kun no Revenge OVA,Masamune-kun's Revenge OAD,政宗くんのリベンジ OVA,OVA,MANGA,1.0,FINISHED,False,2018-07-27,2018-07-27,24.0,,2018.0,summer
3958,Kannagi,Kannagi: Crazy Shrine Maidens,かんなぎ,TV,MANGA,13.0,FINISHED,False,2008-10-04,2008-12-27,23.0,,2008.0,fall
171110,Honzuki no Gekokujou: Ryoushu no Youjo,Ascendance of a Bookworm: Adopted Daughter of an Archduke,本好きの下剋上 領主の養女,TV,LIGHT_NOVEL,24.0,RELEASING,True,2026-04-04,,24.0,,2026.0,spring
127688,Mahouka Koukou no Yuutousei,The Honor at Magic High School,魔法科高校の優等生,TV,MANGA,13.0,FINISHED,False,2021-07-03,2021-09-25,24.0,,2021.0,summer
201514,"Saijo no Osewa: Takane no Hanadarake na Meimonkou de, Gakuin Ichi no Ojou-sama (Seikatsu Nouryoku Kaimu) wo Kagenagara Osewa suru Koto ni Narimashita",Rich Girl Caretaker: I'm Secretly the Caregiver of the Most Popular Girl in This Rich Kid School,才女のお世話 高嶺の花だらけな名門校で、学院一のお嬢様(生活能力皆無)を陰ながらお世話することになりました,TV,LIGHT_NOVEL,12.0,RELEASING,True,2026-07-05,2026-09-20,24.0,,2026.0,summer
108092,Koisuru Asteroid,Asteroid in Love,恋する小惑星〈アステロイド〉,TV,MANGA,12.0,FINISHED,False,2020-01-03,2020-03-27,24.0,,2020.0,winter
179344,"Kanojo, Okarishimasu 4th Season",Rent-a-Girlfriend Season 4,彼女、お借りします 第4期,ONA,MANGA,12.0,FINISHED,False,2025-07-01,2025-09-16,24.0,,2025.0,summer
176311,Ao no Exorcist: Yuki no Hate-hen,Blue Exorcist -Beyond the Snow Saga-,青の祓魔師 雪ノ果篇,TV,MANGA,12.0,FINISHED,False,2024-10-06,2024-12-22,24.0,,2024.0,fall
21558,D.Gray-man HALLOW,D.Gray-man HALLOW,ディー・グレイマン ハロー,TV,MANGA,13.0,FINISHED,False,2016-07-05,2016-09-27,24.0,,2016.0,summer
97636,Akiba's Trip: The Animation,Akiba's Trip the Animation,Akiba's Trip -The Animation-,TV,VIDEO_GAME,13.0,FINISHED,False,2017-01-04,2017-03-29,24.0,,2017.0,winter
21379,Fate/kaleid liner Prisma☆Illya 3rei!!,Fate/kaleid liner Prisma☆Illya 3rei!!,Fate/kaleid liner プリズマ☆イリヤ ドライ!!,TV,MANGA,12.0,FINISHED,False,2016-07-06,2016-09-21,24.0,,2016.0,summer
100353,Mob Psycho 100 REIGEN: Shirarezaru Kiseki Reinouryokusha,Mob Psycho 100 REIGEN The Miraculous Unknown Psychic,モブサイコ100 REIGEN ～知られざる奇跡の霊能力者～,OVA,MANGA,1.0,FINISHED,False,2018-03-18,2018-03-18,60.0,,2018.0,winter
114,Sakigake!! Cromartie Koukou,Cromartie High School,魁!!クロマティ高校,TV_SHORT,MANGA,26.0,FINISHED,False,2003-10-03,2004-03-26,12.0,,2003.0,fall
100523,Eromanga Sensei OVA,,エロマンガ先生 OVA,OVA,LIGHT_NOVEL,2.0,FINISHED,False,2019-01-16,2019-01-16,24.0,,2019.0,winter
100684,Net-juu no Susume OVA,Recovery of an MMO Junkie OVA,ネト充のススメ OVA,OVA,MANGA,1.0,FINISHED,False,2017-12-08,2017-12-08,25.0,,2017.0,fall
202269,"Toumei na Yoru ni Kakeru Kimi to, Me ni Mienai Koi wo Shita.",Love Unseen Beneath the Clear Night Sky,透明な夜に駆ける君と、目に見えない恋をした。,TV,LIGHT_NOVEL,12.0,RELEASING,True,2026-07-06,2026-09-21,24.0,,2026.0,summer
155908,Yuru Camp△ SEASON 3,Laid-Back Camp Season 3,ゆるキャン△ SEASON３,TV,MANGA,12.0,FINISHED,False,2024-04-04,2024-06-20,24.0,,2024.0,spring
101506,Uchi no Maid ga Uzasugiru!,UzaMaid!,うちのメイドがウザすぎる！,TV,MANGA,12.0,FINISHED,False,2018-10-05,2018-12-21,24.0,,2018.0,fall
103276,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Wandering; Agateram,Fate/Grand Order Divine Realm of the Round Table: Camelot - Wandering; Agateram,劇場版 Fate/Grand Order -神聖円卓領域キャメロット- 前編 Wandering; Agateram,MOVIE,VIDEO_GAME,1.0,FINISHED,False,2020-12-05,2020-12-05,89.0,,2020.0,fall
5177,Denpa Teki na Kanojo,Electromagnetic Girlfriend,電波的な彼女,OVA,LIGHT_NOVEL,2.0,FINISHED,False,2009-02-04,2009-12-04,42.0,,2009.0,winter
5940,Seiken no Blacksmith,The Sacred Blacksmith,聖剣の刀鍛冶（ブラックスミス）,TV,LIGHT_NOVEL,12.0,FINISHED,False,2009-10-03,2009-12-19,24.0,,2009.0,fall
161364,Toaru Ossan no VRMMO Katsudouki,A Playthrough of a Certain Dude's VRMMO Life,とあるおっさんのVRMMO活動記,TV,LIGHT_NOVEL,12.0,FINISHED,False,2023-10-03,2023-12-19,24.0,,2023.0,fall
8426,Hourou Musuko,Wandering Son,放浪息子,TV,MANGA,11.0,FINISHED,False,2011-01-14,2011-04-01,23.0,,2011.0,winter
113417,Overflow,Overflow,おーばーふろぉ,ONA,MANGA,8.0,FINISHED,False,2020-01-06,2020-02-24,7.0,Adult,2020.0,winter
488,Ichigo Mashimaro,Strawberry Marshmallow,苺ましまろ,TV,MANGA,12.0,FINISHED,False,2005-07-15,2005-10-14,24.0,,2005.0,summer
617,Juubee Ninpuuchou,Ninja Scroll,獣兵衛忍風帖,MOVIE,ORIGINAL,1.0,FINISHED,False,1993-06-05,1993-06-05,94.0,,1993.0,spring
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Akito the Exiled - The Wyvern Arrives,コードギアス 亡国のアキト 第1章 翼竜は舞い降りた,MOVIE,ORIGINAL,1.0,FINISHED,False,2012-08-04,2012-08-04,50.0,,2012.0,summer
155838,Tsuyokute New Saga,New Saga,強くてニューサーガ,TV,LIGHT_NOVEL,12.0,FINISHED,False,2025-07-03,2025-09-18,24.0,,2025.0,summer
100401,Piano no Mori (TV),Forest of Piano,ピアノの森 (TV),TV,MANGA,12.0,FINISHED,False,2018-04-09,2018-07-01,25.0,,2018.0,spring
189987,Ponkotsu Fuuki Iin to Skirt take ga Futekisetsu na JK no Hanashi,The Klutzy Class Monitor and the Girl with the Short Skirt,ポンコツ風紀委員とスカート丈が不適切なJKの話,TV,MANGA,12.0,FINISHED,False,2026-04-06,2026-06-22,24.0,,2026.0,spring
20881,Heavy Object,,ヘヴィーオブジェクト,TV,LIGHT_NOVEL,24.0,FINISHED,False,2015-10-03,2016-03-26,24.0,,2015.0,fall
143200,Summer Pockets,Summer Pockets,Summer Pockets,TV,VISUAL_NOVEL,26.0,FINISHED,False,2025-04-07,2025-09-29,24.0,,2025.0,spring
170206,Scott Pilgrim Takes Off,Scott Pilgrim Takes Off,スコット・ピルグリム テイクス・オフ,ONA,OTHER,8.0,FINISHED,False,2023-11-17,2023-11-17,26.0,,2023.0,fall
167420,NieR:Automata Ver1.1a 2nd Season,NieR:Automata Ver1.1a Cour 2,NieR:Automata Ver1.1a 第2期,TV,VIDEO_GAME,12.0,FINISHED,False,2024-07-05,2024-09-27,24.0,,2024.0,summer
3297,ARIA The ORIGINATION,ARIA The ORIGINATION,ARIA The ORIGINATION,TV,MANGA,13.0,FINISHED,False,2008-01-08,2008-04-01,24.0,,2008.0,winter
120859,Shakunetsu Kabaddi,Burning Kabaddi,灼熱カバディ,TV,MANGA,12.0,FINISHED,False,2021-04-03,2021-06-19,24.0,,2021.0,spring
105200,Aggressive Retsuko Season 2,Aggretsuko: Season 2,アグレッシブ烈子 シーズン2,ONA,ORIGINAL,10.0,FINISHED,False,2019-06-14,2019-06-14,15.0,,2019.0,spring
127400,World Trigger 3rd Season,World Trigger 3rd Season,ワールドトリガー 3rdシーズン,TV,MANGA,14.0,FINISHED,False,2021-10-10,2022-01-23,23.0,,2021.0,fall
163133,Senpai wa Otokonoko,Senpai is an Otokonoko,先輩はおとこのこ,TV,MANGA,12.0,FINISHED,False,2024-07-05,2024-09-27,23.0,,2024.0,summer
169935,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou Sareru",The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,最強タンクの迷宮攻略　～体力9999のレアスキル持ちタンク、勇者パーティーを追放される～,TV,LIGHT_NOVEL,12.0,FINISHED,False,2024-01-07,2024-03-24,23.0,,2024.0,winter
134131,Mahou Shoujo Magical Destroyers,Magical Destroyers,魔法少女マジカルデストロイヤーズ,TV,ORIGINAL,12.0,FINISHED,False,2023-04-08,2023-06-24,24.0,,2023.0,spring
21764,WWW.WORKING!!,WWW.WAGNARIA!!,WWW.WORKING!!,TV,MANGA,13.0,FINISHED,False,2016-10-01,2016-12-24,24.0,,2016.0,fall
20711,Re:_HAMATORA,Re: Hamatora,Re:␣ハマトラ,TV,ORIGINAL,12.0,FINISHED,False,2014-07-08,2014-09-23,24.0,,2014.0,summer
2963,Minami-ke,,みなみけ,TV,MANGA,13.0,FINISHED,False,2007-10-08,2007-12-31,24.0,,2007.0,fall
112153,Pocket Monsters (2019),Pokémon Journeys: The Series,ポケットモンスター (2019),TV,VIDEO_GAME,136.0,FINISHED,False,2019-11-17,2022-12-16,24.0,,2019.0,fall
166452,Mahoutsukai no Yome SEASON 2 Part 2,The Ancient Magus' Bride Season 2 Part 2,魔法使いの嫁 SEASON2 第2クール,TV,MANGA,12.0,FINISHED,False,2023-10-05,2023-12-21,24.0,,2023.0,fall
174188,Nukitashi THE ANIMATION,Nukitashi THE ANIMATION,ぬきたし THE ANIMATION,TV,VISUAL_NOVEL,11.0,FINISHED,False,2025-07-19,2025-09-27,24.0,Adult,2025.0,summer
20496,Sekai Seifuku: Bouryaku no Zvezda,World Conquest Zvezda Plot,世界征服～謀略のズヴィズダー～,TV,ORIGINAL,12.0,FINISHED,False,2014-01-12,2014-03-29,24.0,,2014.0,winter
21380,Divine Gate,Divine Gate,ディバインゲート,TV,VIDEO_GAME,12.0,FINISHED,False,2016-01-08,2016-03-25,24.0,,2016.0,winter
142343,Golden Kamuy 4th Season,Golden Kamuy Season 4,ゴールデンカムイ 第四期,TV,MANGA,13.0,FINISHED,False,2022-10-03,2023-06-26,24.0,,2022.0,fall
906,Dragon Ball Z: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,Dragon Ball Z: Wrath of the Dragon,ドラゴンボールＺ 龍拳爆発!!悟空がやらねば誰がやる,MOVIE,MANGA,1.0,FINISHED,False,1995-07-15,1995-07-15,51.0,,1995.0,summer
4186,Koukaku no Regios,Chrome Shelled Regios,鋼殻のレギオス,TV,LIGHT_NOVEL,24.0,FINISHED,False,2009-01-11,2009-06-21,24.0,,2009.0,winter
138714,Heike Monogatari,The Heike Story,平家物語,ONA,OTHER,11.0,FINISHED,False,2021-09-16,2021-11-25,23.0,,2021.0,fall
146206,Seijo no Maryoku wa Bannou desu Season 2,The Saint's Magic Power is Omnipotent II,聖女の魔力は万能です Season2,TV,LIGHT_NOVEL,12.0,FINISHED,False,2023-10-03,2023-12-19,24.0,,2023.0,fall
400,Seihou Bukyou Outlaw Star,Outlaw Star,星方武侠アウトロースター,TV,MANGA,24.0,FINISHED,False,1998-01-08,1998-06-25,25.0,,1998.0,winter
14407,PERSONA 3 THE MOVIE: #1 Spring of Birth,Persona 3 the Movie: #1 Spring of Birth,PERSONA3 THE MOVIE —#1 Spring of Birth—,MOVIE,VIDEO_GAME,1.0,FINISHED,False,2013-11-23,2013-11-23,98.0,,2013.0,fall
21757,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,The Moment You Fall in Love,好きになるその瞬間を。～告白実行委員会～,MOVIE,OTHER,1.0,FINISHED,False,2016-12-17,2016-12-17,63.0,,2016.0,fall
101371,Tonari no Kyuuketsuki-san,Ms. vampire who lives in my neighborhood.,となりの吸血鬼さん,TV,MANGA,12.0,FINISHED,False,2018-10-05,2018-12-21,24.0,,2018.0,fall
22,Tennis no Ouji-sama,The Prince of Tennis,テニスの王子様,TV,MANGA,178.0,FINISHED,False,2001-10-10,2005-03-23,22.0,,2001.0,fall
16528,Hal,Hal,ハル,MOVIE,ORIGINAL,1.0,FINISHED,False,2013-06-08,2013-06-08,60.0,,2013.0,spring
167087,30-sai made Doutei da to Mahou Tsukai ni Nareru Rashii,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,30歳まで童貞だと魔法使いになれるらしい,TV,MANGA,12.0,FINISHED,False,2024-01-11,2024-03-28,24.0,,2024.0,winter
200637,Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo 3rd Season,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You Season 3",君のことが大大大大大好きな100人の彼女 第3期,TV,MANGA,12.0,RELEASING,True,2026-07-05,2026-09-20,24.0,,2026.0,summer
256,Hoshi no Koe,Voices of a Distant Star,ほしのこえ,OVA,ORIGINAL,1.0,FINISHED,False,2002-02-02,2002-02-02,25.0,,2002.0,winter
109731,Hibike! Euphonium 3,Sound! Euphonium 3,響け！ユーフォニアム３,TV,OTHER,13.0,FINISHED,False,2024-04-07,2024-06-30,25.0,,2024.0,spring
376,"Elfen Lied: Tooriame nite - Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka?",Elfen Lied: Just How Did the Young Girl Arrive at Those Feelings?,エルフェンリート 通り雨にて 或いは、少女はいかにしてその心情に至ったか?（REGENSCHAUER）,OVA,MANGA,1.0,FINISHED,False,2005-04-21,2005-04-21,25.0,,2005.0,spring
156184,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S Rank ni Natteta,My Daughter Left the Nest and Returned an S-Rank Adventurer,冒険者になりたいと都に出て行った娘がＳランクになってた,TV,LIGHT_NOVEL,13.0,FINISHED,False,2023-09-28,2023-12-22,24.0,,2023.0,fall
186333,Majutsushi Kunon wa Mieteiru,Kunon the Sorcerer Can See,魔術師クノンは見えている,ONA,LIGHT_NOVEL,13.0,FINISHED,False,2026-01-04,2026-03-22,24.0,,2026.0,winter
118399,Hanyou no Yashahime,Yashahime: Princess Half-Demon,半妖の夜叉姫,TV,ORIGINAL,24.0,FINISHED,False,2020-10-03,2021-03-20,24.0,,2020.0,fall
97932,Oushitsu Kyoushi Heine,The Royal Tutor,王室教師ハイネ,TV,MANGA,12.0,FINISHED,False,2017-04-05,2017-06-21,23.0,,2017.0,spring
856,Utawarerumono,Utawarerumono,うたわれるもの,TV,VISUAL_NOVEL,26.0,FINISHED,False,2006-04-04,2006-09-26,23.0,,2006.0,spring
102436,Strike the Blood III,Strike the Blood III,「ストライク・ザ・ブラッド」OVA3,OVA,LIGHT_NOVEL,10.0,FINISHED,False,2018-12-19,2019-09-25,30.0,,2018.0,fall
202955,Prism Rondo,Love Through A Prism,プリズム輪舞曲,ONA,ORIGINAL,20.0,FINISHED,False,2026-01-15,2026-01-15,27.0,,2026.0,winter
166522,"Hime-sama, ""Goumon"" no Jikan desu","'Tis Time for ""Torture,"" Princess",姫様“拷問”の時間です,TV,MANGA,12.0,FINISHED,False,2024-01-09,2024-03-26,24.0,,2024.0,winter
903,Dragon Ball Z: Kiken na Futari! Super Senshi wa Nemurenai,Dragon Ball Z: Broly - Second Coming,ドラゴンボールZ 危険なふたり! 超戦士はねむれない,MOVIE,MANGA,1.0,FINISHED,False,1994-03-12,1994-03-12,50.0,,1994.0,spring
20566,Nagato Yuki-chan no Shoushitsu,The Disappearance of Nagato Yuki-chan,長門有希ちゃんの消失,TV,MANGA,16.0,FINISHED,False,2015-04-04,2015-07-18,24.0,,2015.0,spring
139643,Ame wo Tsugeru Hyouryuu Danchi,Drifting Home,雨を告げる漂流団地,ONA,ORIGINAL,1.0,FINISHED,False,2022-09-16,2022-09-16,120.0,,2022.0,summer
131150,SCARLET NEXUS,Scarlet Nexus,SCARLET NEXUS,TV,VIDEO_GAME,26.0,FINISHED,False,2021-07-01,2021-12-23,24.0,,2021.0,summer
11743,Toaru Majutsu no Index: Endymion no Kiseki,A Certain Magical Index: The Miracle of Endymion,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟,MOVIE,ORIGINAL,1.0,FINISHED,False,2013-02-23,2013-02-23,90.0,,2013.0,winter
18195,Little Busters!: Refrain,Little Busters! Refrain,リトルバスターズ! ~Refrain~,TV,VISUAL_NOVEL,13.0,FINISHED,False,2013-10-05,2013-12-28,24.0,,2013.0,fall
21555,Dies irae,Dies irae,ディエス・イレ,TV,VISUAL_NOVEL,12.0,FINISHED,False,2017-10-07,2017-12-23,24.0,,2017.0,fall
20840,Junketsu no Maria,Maria the Virgin Witch,純潔のマリア,TV,MANGA,12.0,FINISHED,False,2015-01-11,2015-03-29,24.0,,2015.0,winter
19365,Samurai Flamenco,Samurai Flamenco,サムライフラメンコ,TV,ORIGINAL,22.0,FINISHED,False,2013-10-11,2014-03-28,24.0,,2013.0,fall
160275,Made in Abyss: Mezameru Shinpi,,メイドインアビス 目覚める神秘,MOVIE,MANGA,1.0,NOT_YET_RELEASED,False,2026-10-23,,,,2026.0,fall
8277,Hyakka Ryouran: Samurai Girls,Samurai Girls,百花繚乱 サムライガールズ,TV,LIGHT_NOVEL,12.0,FINISHED,False,2010-09-04,2010-12-20,24.0,,2010.0,fall
48,.hack//SIGN,.hack//SIGN,.hack//SIGN,TV,ORIGINAL,26.0,FINISHED,False,2002-04-04,2002-09-26,24.0,,2002.0,spring
97,Last Exile,Last Exile,ラストエグザイル,TV,ORIGINAL,26.0,FINISHED,False,2003-04-07,2003-09-29,24.0,,2003.0,spring
20758,Juuou Mujin no Fafnir,Unlimited Fafnir,銃皇無尽のファフニール,TV,LIGHT_NOVEL,12.0,FINISHED,False,2015-01-09,2015-03-27,24.0,,2015.0,winter
98439,Mitsuboshi Colors,Mitsuboshi Colors,三ツ星カラーズ,TV,MANGA,12.0,FINISHED,False,2018-01-07,2018-03-25,24.0,,2018.0,winter
102649,PSYCHO-PASS Sinners of the System Case 1: Tsumi to Batsu,PSYCHO-PASS: Sinners of the System 1 - Crime and Punishment,PSYCHO-PASS サイコパス Sinners of the System Case.1 - 罪と罰,MOVIE,ORIGINAL,1.0,FINISHED,False,2019-01-25,2019-01-25,60.0,,2019.0,winter
155389,SHY,SHY,SHY,TV,MANGA,12.0,FINISHED,False,2023-10-03,2023-12-19,24.0,,2023.0,fall
154384,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",Tearmoon Empire,ティアムーン帝国物語～断頭台から始まる、姫の転生逆転ストーリー～,TV,LIGHT_NOVEL,12.0,FINISHED,False,2023-10-08,2023-12-24,24.0,,2023.0,fall
101992,Hibike! Euphonium: Chikai no Finale,Sound! Euphonium: The Movie - Our Promise: A Brand New Day,劇場版 響け！ユーフォニアム～誓いのフィナーレ～,MOVIE,OTHER,1.0,FINISHED,False,2019-04-19,2019-04-19,100.0,,2019.0,spring
112479,Assault Lily: BOUQUET,Assault Lily BOUQUET,アサルトリリィ BOUQUET,TV,OTHER,12.0,FINISHED,False,2020-10-02,2020-12-25,24.0,,2020.0,fall
14807,Kara no Kyoukai: Mirai Fukuin,the Garden of sinners -recalled out summer-,空の境界 未来福音,MOVIE,LIGHT_NOVEL,1.0,FINISHED,False,2013-09-16,2013-09-16,89.0,,2013.0,fall
21748,FLCL Alternative,FLCL Alternative,フリクリ オルタナ,TV,ORIGINAL,6.0,FINISHED,False,2018-09-08,2018-10-13,25.0,,2018.0,summer
740,Bishoujo Senshi Sailor Moon R,Sailor Moon R,美少女戦士セーラームーン R,TV,MANGA,43.0,FINISHED,False,1993-03-06,1994-03-12,24.0,,1993.0,spring
199748,Koko wa Ore ni Makasete Saki ni Ike to Ittekara 10-nen ga Tattara Densetsu ni Natteita.,I Became a Legend After My 10 Year-Long Last Stand,ここは俺に任せて先に行けと言ってから１０年がたったら伝説になっていた。,ONA,LIGHT_NOVEL,12.0,RELEASING,True,2026-07-03,,23.0,,2026.0,summer
125446,Kageki Shoujo!!,Kageki Shojo!!,かげきしょうじょ!!,TV,MANGA,13.0,FINISHED,False,2021-07-04,2021-09-26,24.0,,2021.0,summer
169,Shingetsutan Tsukihime,Lunar Legend Tsukihime,真月譚 月姫,TV,VISUAL_NOVEL,12.0,FINISHED,False,2003-10-10,2003-12-26,24.0,,2003.0,fall
183275,Kanpeki Sugite Kawai-ge ga Nai to Konyaku Haki Sareta Seijo wa Ringoku ni Urareru,The Too-Perfect Saint: Tossed Aside by My Fiancé and Sold to Another Kingdom,完璧すぎて可愛げがないと婚約破棄された聖女は隣国に売られる,ONA,LIGHT_NOVEL,12.0,FINISHED,False,2025-04-03,2025-06-19,24.0,,2025.0,spring
21573,High School DxD BorN: Yomigaeranai Fushichou,,ハイスクールD×D BorN 蘇らない不死鳥,OVA,LIGHT_NOVEL,1.0,FINISHED,False,2015-12-09,2015-12-09,23.0,,2015.0,fall
97981,Mary to Majo no Hana,Mary and The Witch's Flower,メアリと魔女の花,MOVIE,OTHER,1.0,FINISHED,False,2017-07-08,2017-07-08,102.0,,2017.0,summer
21319,Ao no Kanata no Four Rhythm,AOKANA: Four Rhythm Across the Blue,蒼の彼方のフォーリズム,TV,VISUAL_NOVEL,12.0,FINISHED,False,2016-01-12,2016-03-29,24.0,,2016.0,winter
169927,"One Room, Hi Atari Futsuu, Tenshi Tsuki.","Studio Apartment, Good Lighting, Angel Included",ワンルーム、日当たり普通、天使つき。,TV,MANGA,12.0,FINISHED,False,2024-03-30,2024-06-15,24.0,,2024.0,spring
459,ONE PIECE (Movie),ONE PIECE: The Movie,ONE PIECE (Movie),MOVIE,ORIGINAL,1.0,FINISHED,False,2000-03-04,2000-03-04,50.0,,2000.0,winter
9982,FAIRY TAIL OVA,,FAIRY TAIL OVA,OVA,MANGA,5.0,FINISHED,False,2011-04-15,2013-06-17,27.0,,2011.0,spring
187869,"Kamiina Botan, Yoeru Sugata wa Yuri no Hana",Botan Kamiina Fully Blossoms When Drunk,上伊那ぼたん、酔へる姿は百合の花,TV,MANGA,12.0,FINISHED,False,2026-04-11,2026-06-27,24.0,,2026.0,spring
169420,Watari-kun no xx ga Houkai Sunzen,Watari-kun's ****** Is about to Collapse,渡くんの××が崩壊寸前,TV,MANGA,26.0,FINISHED,False,2025-07-05,2025-12-27,23.0,,2025.0,summer
20526,Mushishi: Hihamukage,MUSHI-SHI OVA,蟲師 特別篇「日蝕む翳」,SPECIAL,MANGA,1.0,FINISHED,False,2014-01-04,2014-01-04,45.0,,2014.0,winter
10079,Hoshizora e Kakaru Hashi,A Bridge to the Starry Skies,星空へ架かる橋,TV,VISUAL_NOVEL,12.0,FINISHED,False,2011-04-11,2011-06-27,25.0,,2011.0,spring
187663,Sozai Saishuka no Isekai Ryokouki,A Gatherer's Adventure in Isekai,素材採取家の異世界旅行記,ONA,LIGHT_NOVEL,12.0,FINISHED,False,2025-09-30,2025-12-16,24.0,,2025.0,fall
5678,Kobato.,Kobato,こばと。,TV,MANGA,24.0,FINISHED,False,2009-10-06,2010-03-23,24.0,,2009.0,fall
20645,Glasslip,Glasslip,グラスリップ,TV,ORIGINAL,13.0,FINISHED,False,2014-07-03,2014-09-25,24.0,,2014.0,summer
18497,Yozakura Quartet: Hana no Uta,,夜桜四重奏 ~ハナノウタ~,TV,MANGA,13.0,FINISHED,False,2013-10-06,2013-12-29,24.0,,2013.0,fall
21691,Shokugeki no Souma OVA,Food Wars! Shokugeki no Soma OVA,食戟のソーマ OVA,OVA,MANGA,2.0,FINISHED,False,2016-05-02,2016-07-04,25.0,,2016.0,spring
159042,Tensei Shitara Ken Deshita 2nd Season,Reincarnated as a Sword Season 2,転生したら剣でした 第2期,ONA,LIGHT_NOVEL,,NOT_YET_RELEASED,False,2026-10-01,,,,2026.0,fall
330,Midori no Hibi,Midori Days,美鳥の日々,TV,MANGA,13.0,FINISHED,False,2004-04-04,2004-06-27,24.0,,2004.0,spring
97875,Nanbaka 2,NANBAKA - Part Two,ナンバカ 2,ONA,MANGA,12.0,FINISHED,False,2017-01-04,2017-03-22,23.0,,2017.0,winter
21018,Denpa Kyoushi,Ultimate Otaku Teacher,電波教師,TV,MANGA,24.0,FINISHED,False,2015-04-04,2015-09-26,24.0,,2015.0,spring
108987,Sakugan,SAKUGAN,サクガン,TV,OTHER,12.0,FINISHED,False,2021-10-07,2021-12-23,24.0,,2021.0,fall
142666,Migi to Dali,Migi&Dali,ミギとダリ,TV,MANGA,13.0,FINISHED,False,2023-10-02,2023-12-25,24.0,,2023.0,fall
732,Vampire Hunter D,VAMPIRE HUNTER D,吸血鬼ハンターD,MOVIE,LIGHT_NOVEL,1.0,FINISHED,False,1985-12-21,1985-12-21,80.0,,1985.0,fall
2154,Tekkon Kinkreet,Tekkonkinkreet,鉄コン筋クリート,MOVIE,MANGA,1.0,FINISHED,False,2006-12-23,2006-12-23,111.0,,2006.0,fall
2596,Shinreigari: Ghost Hound,Ghost Hound,神霊狩 Ghost Hound,TV,ORIGINAL,22.0,FINISHED,False,2007-10-18,2008-04-04,25.0,,2007.0,fall
